353
  0.3117	 -0.4560	 -0.7932
  0.4145	 -0.4560	 -0.8025
  0.3117	 -0.4560	 -0.7374
  0.4145	 -0.4467	 -0.7468
  0.3024	 -0.4374	 -0.8305
  0.1810	 -0.4374	 -0.7838
  0.1903	 -0.4187	 -0.7281
  0.4145	 -0.4187	 -0.8399
  0.5265	 -0.4187	 -0.7932
  0.1810	 -0.4094	 -0.8399
  0.5265	 -0.4094	 -0.7468
 0.08757	 -0.3907	 -0.7838
  0.1156	 -0.3907	 -0.7188
  0.5172	 -0.3813	 -0.8492
 -0.2486	 -0.3813	  0.5140
 -0.2860	 -0.3720	  0.4767
  0.6199	 -0.3720	 -0.8025
  0.3304	 -0.3720	 -0.3825
 -0.2206	 -0.3627	  0.4860
  0.2277	 -0.3627	 -0.3172
 -0.2486	 -0.3627	  0.4580
  0.3117	 -0.3627	 -0.6721
  0.3584	 -0.3627	 -0.5507
 -0.2860	 -0.3627	  0.5421
 -0.3140	 -0.3627	  0.4673
  0.3958	 -0.3533	 -0.6721
 -0.3047	 -0.3533	  0.5140
 0.08757	 -0.3533	 -0.8399
 -0.2953	 -0.3533	  0.4206
  0.3304	 -0.3440	 -0.2705
 -0.1833	 -0.3440	  0.4580
 -0.2300	 -0.3440	  0.5514
 -0.2486	 -0.3440	  0.5701
 -0.2113	 -0.3440	  0.5421
 -0.2113	 -0.3440	  0.4206
  0.2277	 -0.3346	 -0.6627
 -0.3514	 -0.3346	  0.4673
  0.1623	 -0.3253	 -0.5226
  0.1249	 -0.3253	 -0.3452
 -0.2580	 -0.3253	  0.5981
 -0.2486	 -0.3253	  0.3926
 0.01285	 -0.3253	 -0.7655
 -0.3887	 -0.3253	  0.6168
  0.6853	 -0.3160	 -0.7468
 -0.3420	 -0.3160	  0.4113
 -0.3794	 -0.3160	  0.5047
  0.6760	 -0.3160	 -0.7932
 -0.2580	 -0.3160	  0.6541
  0.5452	 -0.3160	 -0.6721
 0.02219	 -0.3160	 -0.7001
  0.5452	 -0.3066	 -0.4386
 -0.3887	 -0.3066	  0.4860
 -0.1926	 -0.3066	  0.4113
 -0.2206	 -0.3066	  0.6074
 -0.3234	 -0.3066	  0.5888
 -0.3794	 -0.3066	  0.6728
 -0.3794	 -0.3066	  0.5607
  0.5545	 -0.3066	 -0.5787
 -0.1366	 -0.2973	  0.6355
 -0.1553	 -0.2973	  0.5327
 -0.4354	 -0.2973	  0.6541
  0.1623	 -0.2879	 -0.1771
 -0.1459	 -0.2879	  0.6915
 -0.1646	 -0.2879	  0.5794
 -0.3981	 -0.2879	  0.7288
 -0.4541	 -0.2879	  0.6168
  0.6479	 -0.2786	 -0.8492
 -0.2860	 -0.2786	  0.7755
 -0.3420	 -0.2786	  0.7569
 -0.4635	 -0.2786	  0.6821
0.003514	 -0.2786	 -0.8305
  0.3584	 -0.2693	 -0.1864
 0.07823	 -0.2693	 -0.2705
 -0.1366	 -0.2693	  0.4767
 -0.1459	 -0.2693	  0.7475
-0.09922	 -0.2599	  0.7008
 -0.2206	 -0.2599	  0.7755
-0.03384	 -0.2506	 -0.6907
  0.4985	 -0.2506	 -0.2611
-0.07120	 -0.2506	 -0.7561
 0.05955	 -0.2412	 -0.4386
-0.07120	 -0.2319	  0.6355
 -0.4261	 -0.2319	  0.4300
 -0.4915	 -0.2319	  0.5234
 0.08757	 -0.2319	 -0.6347
 -0.1646	 -0.2319	 -0.7748
-0.07120	 -0.2226	  0.5421
 -0.3701	 -0.2226	  0.3926
-0.07120	 -0.2226	 -0.8305
 -0.1739	 -0.2132	  0.3926
-0.09922	 -0.2132	 -0.6907
 -0.1833	 -0.2132	-0.03702
  0.1810	 -0.2039	 -0.1210
  0.1249	 -0.2039	 -0.1397
 -0.1833	 -0.2039	 -0.7094
 -0.2953	 -0.2039	  0.8412
  0.7693	 -0.2039	 -0.7281
  0.7040	 -0.2039	 -0.6534
 0.07823	 -0.2039	 -0.1864
 -0.3327	 -0.2039	  0.3739
  0.2557	 -0.1945	 -0.1210
 -0.2020	 -0.1945	 -0.2144
 -0.4074	 -0.1852	  0.8319
 0.04087	 -0.1852	 -0.2518
 -0.5382	 -0.1852	  0.5888
 -0.1833	 -0.1852	  0.8412
-0.06186	 -0.1759	 -0.1397
 -0.1459	 -0.1759	 -0.8399
  0.6199	 -0.1759	 -0.3078
-0.07120	 -0.1759	-0.02768
  0.7040	 -0.1665	 -0.4479
 -0.4448	 -0.1665	  0.8879
 -0.5382	 -0.1665	  0.7008
 -0.3887	 -0.1665	 -0.8212
  0.7507	 -0.1665	 -0.8305
  0.4331	 -0.1665	 -0.1771
 0.03153	 -0.1665	 0.03770
-0.01516	 -0.1665	-0.01834
-0.04318	 -0.1665	-0.07438
 -0.1366	 -0.1572	  0.8973
 -0.3794	 -0.1572	 -0.7838
 0.02219	 -0.1572	 -0.4573
 -0.4821	 -0.1572	  0.9253
  0.5265	 -0.1478	 -0.2238
 -0.2486	 -0.1478	  0.3553
 -0.2206	 -0.1385	 -0.7188
  0.1249	 -0.1385	  0.1218
 -0.1086	 -0.1385	  0.9440
 -0.3140	 -0.1385	  0.1031
  0.2183	 -0.1385	 0.05637
 0.03153	 -0.1385	 -0.6254
 -0.5195	 -0.1385	  0.9533
 -0.1833	 -0.1385	 -0.6441
 -0.2486	 -0.1385	  0.8786
 -0.1553	 -0.1292	  0.3833
 -0.4821	 -0.1292	  0.4393
 -0.2393	 -0.1292	  0.2432
 -0.3327	 -0.1292	-0.05570
  0.7970	 -0.1198	 -0.6907
 -0.3047	 -0.1198	 -0.7094
 -0.3514	 -0.1198	  0.8786
 -0.5382	 -0.1198	  0.5327
 -0.5662	 -0.1198	  0.9626
 -0.2020	 -0.1198	 -0.8305
-0.05252	 -0.1105	  0.9813
-0.07120	 -0.1105	  0.2806
-0.02450	 -0.1105	  0.6355
-0.05252	 -0.1105	  0.5234
 -0.4915	 -0.1105	  0.8226
-0.03384	 -0.1105	  0.7662
 -0.1086	 -0.1105	  0.8412
 -0.1272	 -0.1105	  0.3366
 -0.5942	 -0.1105	  0.9159
 -0.3887	 -0.1011	  0.3739
 -0.6035	 -0.1011	  0.8506
  0.3584	-0.09181	 0.01902
  0.1156	-0.09181	  0.2152
 -0.3140	-0.09181	 -0.2331
 -0.3327	-0.09181	  0.3179
 -0.6035	-0.09181	  0.7852
0.003514	-0.09181	  0.8412
 -0.3794	-0.09181	 0.06571
 -0.4354	-0.09181	 -0.8305
 -0.4821	-0.09181	  0.9440
 -0.4261	-0.09181	 -0.7748
 -0.5849	-0.08247	  0.7102
 -0.3047	-0.08247	 -0.3639
-0.09922	-0.08247	 -0.5974
0.003514	-0.08247	  0.9813
 0.01285	-0.07310	  0.9159
-0.06186	-0.07310	   1.000
 -0.3420	-0.07310	 -0.6907
  0.6573	-0.07310	 -0.2238
 -0.1086	-0.07310	  0.9813
 -0.2020	-0.06376	  0.9159
 -0.4635	-0.06376	  0.4206
 -0.3047	-0.05442	  0.8973
 0.01285	-0.05442	  0.8506
 -0.5662	-0.05442	  0.9066
 -0.3981	-0.05442	  0.8973
